User,Title,Status,URL,Jurisdiction,Jurisdiction ID,Agency,Agency ID,Followup Date,Estimated Completion Date,Description,Tracking Number,Embargo,Days since submitted,Days since updated,Projects,Tags
ingalls,"Saginaw MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/gratiot-county-16692/saginaw-mi-civic-address-data-46380/,Gratiot County,16692,Open Records,10486,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Sanilac MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/sanilac-county-16739/sanilac-mi-civic-address-data-46382/,Sanilac County,16739,Open Records,10489,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Lapeer MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/lapeer-county-16707/lapeer-mi-civic-address-data-46383/,Lapeer County,16707,Open Records,10490,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Shiawassee MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/shiawassee-county-16741/shiawassee-mi-civic-address-data-46384/,Shiawassee County,16741,Open Records,10491,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Clinton MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/clinton-county-16682/clinton-mi-civic-address-data-46385/,Clinton County,16682,Open Records,10492,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Ionia MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/ionia-county-16697/ionia-mi-civic-address-data-46386/,Ionia County,16697,Open Records,10493,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Barry MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/barry-county-16671/barry-mi-civic-address-data-46388/,Barry County,16671,Open Records,10495,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Ingham MI, Civic Address Data",Processing,www.muckrock.com/foi/ingham-county-16696/ingham-mi-civic-address-data-46389/,Ingham County,16696,Open Records,10496,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Wayne MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/wayne-county-16745/wayne-mi-civic-address-data-46391/,Wayne County,16745,Open Records,10498,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Jackson MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/jackson-county-16701/jackson-mi-civic-address-data-46392/,Jackson County,16701,Open Records,10499,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Calhoun MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/calhoun-county-16676/calhoun-mi-civic-address-data-46393/,Calhoun County,16676,Open Records,10500,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Kalamazoo MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/kalamazoo-county-16702/kalamazoo-mi-civic-address-data-46394/,Kalamazoo County,16702,Open Records,10501,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Cass MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/cass-county-16677/cass-mi-civic-address-data-46397/,Cass County,16677,Open Records,10504,2017-12-13,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Hillsdale MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/hillsdale-county-16693/hillsdale-mi-civic-address-data-46401/,Hillsdale County,16693,Open Records,10508,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Monroe County MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/monroe-county-16721/monroe-county-mi-civic-address-data-46403/,Monroe County,16721,Open Records,10510,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,Civic Address Dataset,Payment Required,www.muckrock.com/foi/warren-county-27316/civic-address-dataset-46079/,Warren County,27316,Open Records,10381,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.",,False,16,7,OpenAddresses US FOIA Data Collection,
ingalls,"Charlevoix MI, Civic Address Data",Completed,www.muckrock.com/foi/charlevoix-county-16678/charlevoix-mi-civic-address-data-46198/,Charlevoix County,16678,Open Records,10411,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,7,OpenAddresses US FOIA Data Collection,
ingalls,"Lonoke AR, Civic Address Data",Partially Completed,www.muckrock.com/foi/lonoke-county-9622/lonoke-ar-civic-address-data-46273/,Lonoke County,9622,Open Records,10446,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,7,OpenAddresses US FOIA Data Collection,
ingalls,"Hempstead AR, Civic Address Data",Fix Required,www.muckrock.com/foi/hempstead-county-9609/hempstead-ar-civic-address-data-46275/,Hempstead County,9609,Open Records,10448,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,7,OpenAddresses US FOIA Data Collection,
ingalls,Civic Address Dataset,Awaiting Response,www.muckrock.com/foi/lebanon-county-27293/civic-address-dataset-46071/,Lebanon County,27293,GIS,10374,2017-12-15,2017-12-15,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.",,False,16,8,OpenAddresses US FOIA Data Collection,
ingalls,"Antrim MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/antrim-county-16668/antrim-mi-civic-address-data-46199/,Antrim County,16668,Open Records,10412,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,8,OpenAddresses US FOIA Data Collection,
ingalls,"Missaukee MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/missaukee-county-16720/missaukee-mi-civic-address-data-46213/,Missaukee County,16720,Open Records,10424,2017-12-15,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,8,OpenAddresses US FOIA Data Collection,
ingalls,"Clare MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/clare-county-16681/clare-mi-civic-address-data-46220/,Clare County,16681,Open Records,10431,2017-12-15,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,8,OpenAddresses US FOIA Data Collection,
ingalls,"Phillips AR, Civic Address Data",Awaiting Response,www.muckrock.com/foi/phillips-county-9633/phillips-ar-civic-address-data-46274/,Phillips County,9633,Open Records,10447,2017-12-15,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,8,OpenAddresses US FOIA Data Collection,
ingalls,"Modoc CA, Civic Address Data",No Responsive Documents,www.muckrock.com/foi/modoc-county-3051/modoc-ca-civic-address-data-46281/,Modoc County,3051,Open Records,10454,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,8,OpenAddresses US FOIA Data Collection,
ingalls,Civic Address Dataset,Awaiting Appeal,www.muckrock.com/foi/westmorel-county-1079/civic-address-dataset-46088/,Westmoreland County,1079,Open Records,10384,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.",,False,16,9,OpenAddresses US FOIA Data Collection,
ingalls,"Benzie MI, Civic Address Data",Completed,www.muckrock.com/foi/benzie-county-16673/benzie-mi-civic-address-data-46204/,Benzie County,16673,Open Records,10417,2017-12-14,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,9,OpenAddresses US FOIA Data Collection,
ingalls,"Oscoda MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/oscoda-county-16731/oscoda-mi-civic-address-data-46207/,Oscoda County,16731,Open Records,10420,2017-12-14,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,9,OpenAddresses US FOIA Data Collection,
ingalls,"Roscommon MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/roscommon-county-16735/roscommon-mi-civic-address-data-46214/,Roscommon County,16735,Open Records,10425,2017-12-14,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,9,OpenAddresses US FOIA Data Collection,
ingalls,"Iosco MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/iosco-county-16698/iosco-mi-civic-address-data-46216/,Iosco County,16698,Open Records,10427,2017-12-14,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,9,OpenAddresses US FOIA Data Collection,
ingalls,"Osceola MI, Civic Address Data",Withdrawn,www.muckrock.com/foi/osceola-county-16730/osceola-mi-civic-address-data-46219/,Osceola County,16730,Open Records,10430,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,9,OpenAddresses US FOIA Data Collection,
ingalls,"Gladwin MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/gladwin-county-16689/gladwin-mi-civic-address-data-46221/,Gladwin County,16689,Open Records,10432,2017-12-14,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,9,OpenAddresses US FOIA Data Collection,
ingalls,"Independence AR, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/independence-county-9612/independence-ar-civic-address-data-46270/,Independence County,9612,Open Records,10443,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,9,OpenAddresses US FOIA Data Collection,
ingalls,"Mariposa CA, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/mariposa-county-3048/mariposa-ca-civic-address-data-46276/,Mariposa County,3048,Open Records,10449,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,9,OpenAddresses US FOIA Data Collection,
ingalls,"Imperial CA, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/imperial-county-3040/imperial-ca-civic-address-data-46277/,Imperial County,3040,Open Records,10450,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,9,OpenAddresses US FOIA Data Collection,
ingalls,"Alpine CA, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/alpine-county-3029/alpine-ca-civic-address-data-46278/,Alpine County,3029,Open Records,10451,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,9,OpenAddresses US FOIA Data Collection,
ingalls,"Hmboldt NV, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/humboldt-county-8908/hmboldt-nv-civic-address-data-46282/,Humboldt County,8908,Open Records,10455,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,9,OpenAddresses US FOIA Data Collection,
ingalls,"White Pine NV, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/white-pine-county-9006/white-pine-nv-civic-address-data-46283/,White Pine County,9006,Open Records,10456,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,9,OpenAddresses US FOIA Data Collection,
ingalls,"Esmeralda NV, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/esmeralda-county-8886/esmeralda-nv-civic-address-data-46285/,Esmeralda County,8886,Open Records,10458,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,9,OpenAddresses US FOIA Data Collection,
ingalls,Civic Address Dataset,Awaiting Response,www.muckrock.com/foi/luzerne-27946/civic-address-dataset-46053/,Luzerne,27946,Open Records,10366,2017-12-13,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.",17-218,False,16,10,OpenAddresses US FOIA Data Collection,
ingalls,Civic Address Dataset,Awaiting Response,www.muckrock.com/foi/montgomery-county-27301/civic-address-dataset-46072/,Montgomery County,27301,Open Records,10375,2017-12-13,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.",OR1 7 - 443,False,16,10,OpenAddresses US FOIA Data Collection,
ingalls,Civic Address Dataset,Completed,www.muckrock.com/foi/montour-county-27302/civic-address-dataset-46074/,Montour County,27302,Open Records,10377,2017-12-13,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.",,False,16,10,OpenAddresses US FOIA Data Collection,openaddresses
ingalls,"Preque Isle MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/presque-isle-county-16734/preque-isle-mi-civic-address-data-46197/,Presque Isle County,16734,Open Records,10410,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,10,OpenAddresses US FOIA Data Collection,
ingalls,"Otsego MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/otsego-county-16732/otsego-mi-civic-address-data-46200/,Otsego County,16732,Open Records,10413,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,10,OpenAddresses US FOIA Data Collection,
